,userid,recipeid,comment,time
26550,3,8857,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26551,1,8858,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2021.12.24
26552,2,8859,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
26553,3,8860,"I made it and shared it with my friends, it's worth making!",2019.03.19
26554,5,8861,"I made it and shared it with my friends, it's worth making!",2022.06.17
26555,5,8862,"I made it and shared it with my friends, it's worth making!",2020.07.28
26556,1,8863,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.04.07
26557,3,8864,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26558,2,8865,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26559,1,8866,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
26560,6,8867,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26561,2,8868,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
26562,1,8869,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.04.07
26563,6,8870,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
26564,4,8871,"I made it and shared it with my friends, it's worth making!",2019.04.07
26565,1,8872,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26566,6,8873,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26567,5,8874,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2020.07.28
26568,2,8875,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26569,3,8876,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26570,6,8877,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.03.19
26571,6,8878,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26572,2,8879,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.01.03
26573,6,8880,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2019.04.07
26574,3,8881,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26575,4,8882,"I made it and shared it with my friends, it's worth making!",2022.06.17
26576,3,8883,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2022.01.03
26577,2,8884,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.04.07
26578,3,8885,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2021.12.24
26579,5,8886,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2019.03.19
26580,5,8887,"I made it and shared it with my friends, it's worth making!",2021.12.24
26581,3,8888,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26582,3,8889,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26583,5,8890,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26584,1,8891,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
26585,6,8892,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26586,4,8893,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26587,6,8894,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
26588,6,8895,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2021.12.24
26589,5,8896,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2019.03.19
26590,6,8897,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26591,5,8898,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2022.06.17
26592,6,8899,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2022.06.17
26593,1,8900,"Very good, I also have a similar approach, when I succeed I will share the post for everyone to see",2020.07.28
26594,3,8901,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2021.12.24
26595,1,8902,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
26596,6,8903,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2019.03.19
26597,2,8904,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26598,2,8905,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.04.07
26599,5,8906,"I made it and shared it with my friends, it's worth making!",2022.01.03
26600,5,8907,"I made it and shared it with my friends, it's worth making!",2022.06.17
26601,4,8908,"I made it and shared it with my friends, it's worth making!",2021.12.24
26602,4,8909,"I made it and shared it with my friends, it's worth making!",2019.03.19
26603,1,8910,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2022.06.17
26604,1,8911,"I personally feel that the taste is relatively general, but the production process is still very interesting.",2020.07.28
26605,4,8912,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
26606,5,8913,"I made it and shared it with my friends, it's worth making!",2021.12.24
26607,3,8914,"I made it and shared it with my friends, it's worth making!",2022.01.03
26608,3,8915,"Wouldn't this ingredient be too much, I probably won't make it a second time.",2021.12.24
26609,1,8916,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2019.03.19
26610,3,8917,"Looks good, even though I haven't learned to make it yet, I've got it in my collection!",2020.07.28
26611,4,8918,"Very disappointed, the result is not as good as expected, but still very grateful to the blogger for sharing.",2020.07.28
